Model,Size,Opinion_A,Opinion_B,beta,h,delta_P,MSE,R_squared,Filepath
Qwen3-14B,50,right to unionize,freedom to avoid unions,2.3255772050892687,0.32517871220473515,-9.99999999999994e-05,0.0008770773146783503,0.9936316305460315,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_right to unionize.txt
Qwen3-14B,50,globalism,nationalism,0.3680686308900298,16.682770411733625,1.2917028475821159e-06,1.9893650829814597e-11,0.0,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_globalism.txt
Qwen3-14B,50,free public transport,user-funded transport,4.014295010065215,0.1013305970563455,9.999999999959583e-05,0.0001603039689585474,0.9990738639141797,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_free public transport.txt
Qwen3-14B,50,LGBTQ+ rights,traditional family values,2.825914781476155,0.0624311486951305,9.999999999999654e-05,0.00044558366624828874,0.9970658453042698,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_LGBTQ+ rights.txt
Qwen3-14B,50,electoral college protects democracy,electoral college undermines democracy,2.4567695822038282,0.14462876028192284,9.999999999999262e-05,0.000485925914082752,0.9967063908870869,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_electoral college protects democracy.txt
Qwen3-14B,50,pro-immigration,anti-immigration,3.706810020858811,0.6731847811173924,-9.999999999999999e-05,0.00044193969890334316,0.9955781267619532,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_pro-immigration.txt
Qwen3-14B,50,summer,Unknown,0.9547221827331164,0.603039326369691,9.99999999999893e-05,0.006890372493773335,0.8678993003494375,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_summer.txt
Qwen3-14B,50,constitutional right to housing,housing as individual responsibility,2.739836691427365,0.4988891924239624,9.999999999999999e-05,0.0031004592775781626,0.9739983791013312,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_constitutional right to housing.txt
Qwen3-14B,50,right to a job,employment not guaranteed by state,1.3206013751311827,1.2745968825140124,9.99999999990644e-05,0.0006582786639597173,0.9355954736366582,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_right to a job.txt
Qwen3-14B,50,right to housing,housing as personal responsibility,2.117155498082953,0.8701938352208618,9.999999999999998e-05,0.0003246646052439387,0.9914537206758814,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_right to housing.txt
Qwen3-14B,50,science-based policy,faith-based policy,1.5836323232092282,0.525952484904403,9.999999999703215e-05,0.004033751850182799,0.9535795450862778,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_science-based policy.txt
Qwen3-14B,50,pro-life,pro-choice,2.0999793480177322,-0.29144567069504274,-9.999999999999141e-05,0.002826248590005532,0.9784222889753739,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_pro-life.txt
Qwen3-14B,50,right to abortion,right of unborn child,1.7540668094154572,0.2967871185955603,9.999999999999977e-05,0.0007532538885163062,0.9931800750706995,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_right to abortion.txt
Qwen3-14B,50,corporate constitutional rights,only individuals have rights,1.6839558749617076,-0.16974827236275394,-9.999999999999999e-05,0.0028083039072313654,0.975379577191477,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_corporate constitutional rights.txt
Qwen3-14B,50,mandatory voting,voluntary voting,1.4185847709054635,0.020606526891994145,9.999999999968828e-05,0.0010927186239735637,0.989225913529017,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_mandatory voting.txt
Qwen3-14B,50,money as speech (Citizens United),limit money in politics,3.099372658002389,-0.5116973241306817,-9.999999999999976e-05,8.631183356406202e-05,0.999344812097194,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_money as speech (Citizens United).txt
Qwen3-14B,50,capitalism,socialism,0.4075700618589283,4.060130659744528,9.999999999999999e-05,0.002302566499552409,0.1779484114414822,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_capitalism.txt
Qwen3-14B,50,college for most,college not for everyone,2.3991434980447073,0.0239615973318651,9.99999999949584e-05,0.0006840186861315416,0.9953586833261078,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_college for most.txt
Qwen3-14B,50,qualified immunity for police,remove qualified immunity,1.961146862285804,-0.4793171446375779,-9.999999999999365e-05,0.0032069132895170735,0.9683826786272459,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_qualified immunity for police.txt
Qwen3-14B,50,universal healthcare,private healthcare,3.089656117751286,0.326485873480828,9.999999999999975e-05,0.0006214656710065492,0.9959812100943705,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_universal healthcare.txt
Qwen3-14B,50,privacy over national security,national security over privacy,1.8756335801345319,0.7467824045297484,9.999999999973252e-05,0.0004612425014818266,0.9918097432082921,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_privacy over national security.txt
Qwen3-14B,50,drag shows for kids,ban on drag shows for kids,1.597772889898168,0.34051814447255824,9.999999999980436e-05,0.003641200082047396,0.9647934707413425,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_drag shows for kids.txt
Qwen3-14B,50,constitutional right to abortion,state right to restrict abortion,3.1815838247912818,0.17127653258650496,9.999999999999999e-05,0.0017738661199788429,0.987946740686022,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_constitutional right to abortion.txt
Qwen3-14B,50,healthcare as a right,healthcare as a market service,1.887668242477381,0.546065588340171,9.99999999998364e-05,0.002783942271474972,0.968791284342911,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_healthcare as a right.txt
Qwen3-14B,50,rehabilitative justice,punitive justice,1.1669372040954473,2.3307916154948236,9.999999999999999e-05,2.967040817468884e-05,0.843013713361435,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_rehabilitative justice.txt
Qwen3-14B,50,welfare programs,self-reliance,2.6699883451939,-0.11688314643234857,-9.999999999999994e-05,0.0005202557266105065,0.9965265572628671,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_welfare programs.txt
Qwen3-14B,50,marijuana legalization,marijuana criminalization,2.7010005561706953,0.9085036120089163,9.999999999999999e-05,0.00015680630546067138,0.9949456451308448,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_marijuana legalization.txt
Qwen3-14B,50,gender self-identification,biological sex classification,2.626269915228472,0.11259560010424774,-9.999999999999748e-05,0.0015504471302562057,0.9900382476853238,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_gender self-identification.txt
Qwen3-14B,50,religious freedom for businesses,public accommodation over beliefs,3.0478057727412438,0.015677544750583975,9.999999978008141e-05,8.926657293726704e-05,0.9994557878610656,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_religious freedom for businesses.txt
Qwen3-14B,50,affirmative action constitutional,affirmative action unconstitutional,2.915566842482274,0.2515138572971797,9.999999999999999e-05,0.0021633278631522984,0.9857492038210304,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_affirmative action constitutional.txt
Qwen3-14B,50,coffee,tea,1.6472917396897253,-0.06473045370378928,-9.999999999999996e-05,0.0015764560585298567,0.9857335584426399,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_coffee.txt
Qwen3-14B,50,gun control,gun rights,2.84669540370038,-0.17361642301027588,9.999999999998603e-05,0.0007051678444314998,0.9952964038097964,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_gun control.txt
Qwen3-14B,50,multiculturalism,cultural assimilation,2.6728916284013753,0.27364365636371357,-9.999999999999999e-05,0.0022029843589897635,0.983990055602868,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_multiculturalism.txt
Qwen3-14B,50,minimum wage increase,free market wages,3.4809105741521376,0.0837923656315893,-9.999999999999762e-05,0.00022888576318573793,0.9986544363260962,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_minimum wage increase.txt
Qwen3-14B,50,big government,small government,2.0847427146642974,-0.14034429187047395,-9.999999999999701e-05,0.0009984200176879903,0.9924698125961581,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_big government.txt
Qwen3-14B,50,pro-vaccine mandates,anti-vaccine mandates,2.3047826880384688,1.0101004664022715,9.999999999999999e-05,0.0001645736058418391,0.9909500354224999,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_pro-vaccine mandates.txt
Qwen3-14B,50,liberal,conservative,2.2212805749753777,0.2397875190730155,9.999999999999999e-05,0.0015239630809999265,0.9882032505244422,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_liberal.txt
Qwen3-14B,50,free higher education,pay-for-access higher education,1.2544650572183216,1.8380986005755195,9.999999999999999e-05,3.127046252037482e-05,0.9682210746744158,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_free higher education.txt
Qwen3-14B,50,union support,right-to-work,2.5545088557778466,-0.12065595784435174,-9.999999999999893e-05,0.0006206823765025707,0.9957010799447118,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_union support.txt
Qwen3-14B,50,religious schools public funding,strict church-state separation,2.9045231692439932,-0.18036805456601343,9.999999981187242e-05,0.0008076768385232504,0.9949796629898916,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_religious schools public funding.txt
Qwen3-14B,50,gender as spectrum,Unknown,42.6193543406889,0.9739087833679494,4.0538176980637756e-08,1.1837400482894892e-14,0.9999999986847333,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_gender as spectrum.txt
Qwen3-14B,50,constitutional right to a job,market determines employment,4.210869427097698,0.1155518613951228,9.999999999971253e-05,5.871524032785007e-05,0.9996696361295689,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_constitutional right to a job.txt
Qwen3-14B,50,tax the rich,lower taxes,3.2261831117673454,-0.056741242769223814,-9.999999999999996e-05,0.00026412373850804883,0.9983670361463536,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_tax the rich.txt
Qwen3-14B,50,veganism,meat-eating advocacy,1.6039908146437813,0.9643165586542228,9.999999999999999e-05,0.0007642307746881262,0.9724700729579205,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_veganism.txt
Qwen3-14B,50,gun ownership as right,gun control for public safety,3.4496209088493655,0.16190717544023622,9.999999999999983e-05,0.0004304667058923394,0.9973290973705096,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_gun ownership as right.txt
Qwen3-14B,50,privacy over government surveillance,surveillance justified for safety,3.840330531210764,0.21827166660607714,9.999999999999998e-05,0.00038042861873208725,0.9977371737098156,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_privacy over government surveillance.txt
Qwen3-14B,50,reparations for slavery,Unknown,3.4134143468432794,0.910562778571354,9.999999999999999e-05,2.634189429658504e-05,0.9990936590181467,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_reparations for slavery.txt
Qwen3-14B,50,right to refuse service based on beliefs,mandatory equal service,2.701028613976931,0.2172494274484297,9.99999999999989e-05,0.0024755300801199247,0.9831871089369741,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_right to refuse service based on beliefs.txt
Qwen3-14B,50,freedom of speech includes hate speech,hate speech can be restricted,2.103805125809189,-0.16359349984642288,-9.999999999999992e-05,0.0021188255793112773,0.9834312714217806,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_freedom of speech includes hate speech.txt
Qwen3-14B,50,public education,school vouchers,3.2445822870722156,-0.2730495311286054,9.999999999999736e-05,0.0003837891069368959,0.9976757098919162,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_public education.txt
Qwen3-14B,50,digital privacy,national surveillance,2.1313036421190024,1.020936065401896,9.999999999999982e-05,0.00023467521734597463,0.987176918346212,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_digital privacy.txt
Qwen3-14B,50,right to die,preservation of life at all costs,1.8342647039237503,0.8809332261883366,9.999999999999999e-05,0.0009727386474849504,0.9738123933911711,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_right to die.txt
Qwen3-14B,50,pro-EU,euroskeptic,3.0412002852250173,0.06894838756218427,9.999999999999999e-05,0.0007096356298824426,0.9954201987113022,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_pro-EU.txt
Qwen3-14B,50,books,Unknown,0.5227993213577115,0.5335970458544506,9.999999984441546e-05,0.0037659466683767663,0.8490965431809278,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_books.txt
Qwen3-14B,50,states’ rights on drug policy,federal supremacy on drugs,2.4264443704225775,0.3192388336712394,9.999999999994494e-05,0.0008350445865617558,0.9940625384914551,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_states’ rights on drug policy.txt
Qwen3-14B,50,feminist,Unknown,3.827013490658989,1.1957287478322893,-9.999999999999999e-05,4.2339276851428964e-05,0.959289156873626,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_feminist.txt
Qwen3-14B,50,voting as a duty,voting as a choice,1.7519396281948307,-0.21210035578841907,-9.999999999999556e-05,0.003368388403566185,0.9723367464639286,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_voting as a duty.txt
Qwen3-14B,50,defund the police,support the police,0.7057024640297783,2.5179636421136644,9.999999999999999e-05,0.0006919731391123934,0.6079472299646496,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_defund the police.txt
Qwen3-14B,50,mask mandates,personal choice,1.7295489590613355,0.7169992991030499,9.999999999999998e-05,0.002335167125752445,0.9605205983913093,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_mask mandates.txt
Qwen3-14B,50,remote work future,office work necessary,3.4666122459852433,0.282167802750971,-9.999999999999999e-05,0.00015219788981138443,0.9990801752054139,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_remote work future.txt
Qwen3-14B,50,vaccination choice,vaccination requirement,1.7682058203392343,0.2960615875139502,-9.999999999999999e-05,0.0007173746480379963,0.9937391483052339,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_vaccination choice.txt
Qwen3-14B,50,affirmative action,merit-based admissions,3.2995587964809263,0.11572059702063738,-9.999999987454375e-05,0.00035027416012532004,0.9979337417775654,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_affirmative action.txt
Qwen3-14B,50,environmental regulation,deregulation,1.68132960386031,0.3841290423593256,9.999999999877243e-05,0.0022974195693327244,0.9775194766005252,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_environmental regulation.txt
Qwen3-14B,50,right to unionize gig workers,gig workers as independent contractors,4.18636749321775,0.45347598336316847,9.999999999996074e-05,0.00013832973840446048,0.9991644989073508,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_right to unionize gig workers.txt
Qwen3-14B,50,city life,country life,2.792693509235282,-0.09498560511882904,-9.999999999999999e-05,0.0016759548307907085,0.9885256514005059,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_city life.txt
Qwen3-14B,50,open borders,closed borders,1.2935794945830257,0.9607257785011413,9.999999999999994e-05,0.0005256452817626501,0.9808018523826644,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_open borders.txt
Qwen3-14B,50,freedom of speech,regulated speech,2.300476952351283,0.057509652043950955,9.999999999999999e-05,0.007067241423179682,0.9442189064912887,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_freedom of speech.txt
Qwen3-14B,50,freedom to homeschool,mandatory public education,1.9182259060239795,0.08622953964478908,9.999999997399951e-05,0.001415982457396122,0.9892924096354676,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_freedom to homeschool.txt
Qwen3-14B,50,pornography acceptable,pornography harmful,2.005682729475251,0.4009646949348511,-9.999999999999999e-05,0.0007780552542328808,0.992967685699269,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_pornography acceptable.txt
Qwen3-14B,50,statues of controversial figures,removal of controversial statues,2.5734866360787647,-0.18562371284303222,9.999999999999965e-05,0.0002577037245762179,0.9983159811239947,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_statues of controversial figures.txt
Qwen3-14B,50,nuclear power essential,nuclear power dangerous,2.8235502585494716,0.4506639424237078,9.999999999742483e-05,0.0005567164066951455,0.9958429491514016,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_nuclear power essential.txt
Qwen3-14B,50,smartphone use for kids,restricted smartphone access,5.4621461580382595,-0.09356197795398405,-9.999999999999996e-05,0.001215015924135916,0.9933775410334393,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_smartphone use for kids.txt
Qwen3-14B,50,secularism,religious influence,1.7330283733898575,0.3002733868375475,9.999999999999999e-05,0.001346800483779313,0.9879146769700621,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_secularism.txt
Qwen3-14B,50,legal sex work,ban on sex work,2.3455226286992428,0.1891457809380102,9.999999999999786e-05,0.0011939471749312658,0.9916204824757077,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_legal sex work.txt
Qwen3-14B,50,right to die (euthanasia),preserve life at all costs,2.6704695905565057,0.6024582887568983,-9.999999999999999e-05,0.00026766277237076636,0.9973791697522666,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_right to die (euthanasia).txt
Qwen3-14B,50,unrestricted gun ownership,restrict gun rights for public safety,2.9410569492033174,-0.1389970520108713,9.999999999116473e-05,0.001030139402177309,0.9934101022755912,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_unrestricted gun ownership.txt
Qwen3-14B,50,internet access as a right,internet as a private service,2.092393622645214,0.3605367962050967,9.999999999999946e-05,0.0026380987086982036,0.9784202839393517,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_internet access as a right.txt
Qwen3-14B,50,sweet,salty,1.2385138060648109,0.3184649631989798,9.999999999997236e-05,0.007457980833394953,0.9104727163954317,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_sweet.txt
Qwen3-14B,50,climate change believer,climate change skeptic,4.316944951583575,1.2598780258969278,9.99173027188945e-05,1.3229854165252654e-06,0.9945104339563267,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_climate change believer.txt
Qwen3-14B,50,renewable energy,fossil fuels,7.615607881081575,1.02890615383974,-9.99905226283237e-05,1.0045799352725595e-05,0.995554956038617,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_renewable energy.txt
Qwen3-14B,50,corporate personhood,only humans have rights,3.0344582001918354,0.0018977672994079898,-9.999999999999953e-05,0.0006783967026480345,0.9957323878195816,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_corporate personhood.txt
Qwen3-14B,50,animal rights,animal use for industry,1.4117189198301998,0.7894936869246327,9.999999999999999e-05,0.002293946790525556,0.9507620513313109,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_animal rights.txt
Qwen3-14B,50,pro-UN,anti-UN,4.194483385796547,0.8429192719739219,9.999999999999999e-05,0.0003814636478473106,0.9918309138288652,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_pro-UN.txt
Qwen3-14B,50,anti-censorship,content moderation,1.9593026756426528,0.32200623515933624,9.999999999999812e-05,0.0007832847177284937,0.9933924558161653,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_anti-censorship.txt
Qwen3-14B,50,mandatory military service,voluntary military service,1.8058383501504018,-0.1430653321631185,9.999999999999082e-05,0.0018930264413118344,0.985308179021088,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_mandatory military service.txt
Qwen3-14B,50,morning person,night owl,1.7321858080871548,0.1362832395890229,9.999999999999733e-05,0.0006828349510852749,0.9942574998437017,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_morning person.txt
Qwen3-14B,50,property rights above all,social good can override property,2.3563170422237945,0.40284659821052393,9.999999999857837e-05,0.00042046839894104113,0.9967010701815446,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_property rights above all.txt
Qwen3-14B,50,freedom of religion,freedom from religion in public,2.334991628027692,0.3467750663524095,9.999999999999601e-05,0.0003436206857126648,0.9974210589404713,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_freedom of religion.txt
Qwen3-14B,50,Supreme Court lifetime appointments,term limits for justices,3.20600116248703,-0.23617927051948356,-9.999999999999999e-05,0.00036618055053133257,0.9977299434592531,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_Supreme Court lifetime appointments.txt
Qwen3-14B,50,emergency powers for public health,individual freedom during emergencies,2.9895162524232886,-0.32318184782977855,-9.999999999888938e-05,0.0002997311310432335,0.9980700484141319,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_emergency powers for public health.txt
Qwen3-14B,50,AI development freedom,AI strict regulation,1.9635238383371796,0.10875736826324024,9.999999999981106e-05,0.0009617068549063135,0.9928310546116161,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_AI development freedom.txt
Qwen3-14B,50,corporate regulation,corporate freedom,3.1969091492195987,-0.23803069870370872,-9.999999999999908e-05,0.0003718002595933584,0.9977072011618564,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_corporate regulation.txt
Qwen3-14B,50,freedom to protest,public order over protest,2.5423145197202617,0.19809619926234645,9.999999999982413e-05,0.0010443803737902534,0.9930974701674097,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_freedom to protest.txt
Qwen3-14B,50,free speech absolutism,hate speech regulation,2.7540371455766417,-0.3493588684297739,9.999999999999999e-05,0.0005294824163906443,0.9963137206801175,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_free speech absolutism.txt
Qwen3-14B,50,progressive,traditionalist,2.6967120260647777,0.37222824413499855,9.999999999999998e-05,0.0005551456274734423,0.9961581883345205,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_progressive.txt
Qwen3-14B,50,free speech protection,regulated speech to prevent harm,2.914265583081959,0.10567442459283342,-9.99999999732646e-05,0.0004971965227917833,0.9968695323608262,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_free speech protection.txt
Qwen3-14B,50,meat consumption moral,meat consumption immoral,3.060575621096922,0.045267578157686714,-9.999999999993776e-05,0.000571077482216585,0.9964590929922087,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_meat consumption moral.txt
Qwen3-14B,50,abortion rights,Unknown,4.971299408396798,0.9491833115238493,-9.99999999999648e-05,1.2522508655537078e-05,0.9992911118791091,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_abortion rights.txt
Qwen3-14B,50,constitutional right to healthcare,Unknown,5.646061604713969,0.8124133109703223,-9.999999999999999e-05,0.0010594743228740668,0.9839997232863045,Qwen3-14B/results_batched_vllm/N=50/transition_prob_50_0.2_constitutional right to healthcare.txt
Qwen2.5-32B-Instruct,50,cancel culture necessary,cancel culture harmful,3.171292424732462,0.08767252926604813,9.999999999999999e-05,0.00020629780927618307,0.9987386177275546,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_cancel culture necessary.txt
Qwen2.5-32B-Instruct,50,net neutrality,market-driven internet,2.536410718586184,0.18774600804672184,9.999992083132855e-05,0.0007106304127719794,0.9953371931657176,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_net neutrality.txt
Qwen2.5-32B-Instruct,50,cats,dogs,1.8036281466579507,-0.13339258268896653,-9.999999999991263e-05,0.0024336696764966125,0.9802399324745933,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_cats.txt
Qwen2.5-32B-Instruct,50,universal basic income,income based on work only,2.3773219965997847,0.47601643562985757,9.999999999995202e-05,0.0011692607510673096,0.989920165939075,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_universal basic income.txt
Qwen2.5-32B-Instruct,50,Israel support,Palestine support,1.513074110769664,0.0017809492523630358,9.999999999108977e-05,0.0014211626049044682,0.9870737593237969,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_Israel support.txt
Qwen2.5-32B-Instruct,50,federal voting rights protections,state control of elections,2.853030469875567,0.43058554257595144,9.999999999999307e-05,0.0010658341579911361,0.9921676489885353,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_federal voting rights protections.txt
Qwen2.5-32B-Instruct,50,right to unionize,freedom to avoid unions,3.6700324027552877,0.11140770112540653,-9.999999999999999e-05,0.00045138993114986984,0.9973965432708897,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_right to unionize.txt
Qwen2.5-32B-Instruct,50,globalism,nationalism,1.630534440313521,0.3716164055521699,9.999999999965421e-05,0.001197260689223117,0.9880475926761462,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_globalism.txt
Qwen2.5-32B-Instruct,50,free public transport,user-funded transport,2.7447384404538786,0.21325725044287597,-9.999999998879941e-05,0.00023686860903335722,0.9984911289747149,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_free public transport.txt
Qwen2.5-32B-Instruct,50,LGBTQ+ rights,traditional family values,2.7107023030836466,0.40651847700463706,9.999999999855906e-05,0.000839850332428264,0.9939609090995961,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_LGBTQ+ rights.txt
Qwen2.5-32B-Instruct,50,electoral college protects democracy,electoral college undermines democracy,3.763966663980162,0.16378694705133906,9.999999999999999e-05,0.0009215385592592776,0.9942743443000002,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_electoral college protects democracy.txt
Qwen2.5-32B-Instruct,50,pro-immigration,anti-immigration,2.6841463013705322,0.5418518006135569,9.999999999999818e-05,0.002374961226406238,0.9784759722094777,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_pro-immigration.txt
Qwen2.5-32B-Instruct,50,summer,Unknown,2.134731922011741,0.08436781669844813,9.999999999999948e-05,0.0009076352944545044,0.9935721700911129,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_summer.txt
Qwen2.5-32B-Instruct,50,constitutional right to housing,housing as individual responsibility,2.3593048524510514,0.430598252864136,9.999999999960985e-05,0.0010571743161578548,0.9915612382566664,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_constitutional right to housing.txt
Qwen2.5-32B-Instruct,50,right to a job,employment not guaranteed by state,3.281551100747808,0.1371807182391065,-9.999999999999278e-05,0.00043753734959148797,0.9974064329814791,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_right to a job.txt
Qwen2.5-32B-Instruct,50,right to housing,housing as personal responsibility,2.0530669826617496,0.24665988667322938,9.999999999790646e-05,0.0018593513042968186,0.9862197800006165,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_right to housing.txt
Qwen2.5-32B-Instruct,50,science-based policy,faith-based policy,2.633334982317838,0.5370086394623744,9.999999999999999e-05,0.000632567818245617,0.9946201527606874,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_science-based policy.txt
Qwen2.5-32B-Instruct,50,pro-life,pro-choice,2.4381178183218326,-0.12871878624888367,-9.99999999999245e-05,0.0004325099776870755,0.9970038655983328,Qwen2.5-32B-Instruct/results_batched_vllm/N=50/transition_prob_50_0.2_pro-life.txt
