Opinion_A,Opinion_B,count_A,count_B,invalid,n_valid,n_total,p_A,discard_rate,Model,Opinion_B_fit,beta,h,p0_fit,classification,diff,abs_diff
federal voting rights protections,state control of elections,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,state control of elections,4.585679595850859,0.8634432900012566,0.9997363476658592,monostable,0.0002636523341408292,0.0002636523341408292
electoral college protects democracy,electoral college undermines democracy,42,58,0,100,100,0.42,0.0,gemma-3-12b-it,electoral college undermines democracy,9.70498338262366,0.185828113109799,0.9736815123966012,metastable,-0.5536815123966012,0.5536815123966012
Supreme Court lifetime appointments,term limits for justices,53,47,0,100,100,0.53,0.0,gemma-3-12b-it,term limits for justices,4.087826623379067,-0.6889117004064612,0.0034675467446885,monostable,0.5265324532553115,0.5265324532553115
emergency powers for public health,individual freedom during emergencies,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,individual freedom during emergencies,6.89860804945721,-0.1942188573242779,0.06421019996415,metastable,0.93578980003585,0.93578980003585
right to die (euthanasia),preserve life at all costs,50,50,0,100,100,0.5,0.0,gemma-3-12b-it,preserve life at all costs,11.254273328164691,0.2096391770142776,0.9912519713984838,metastable,-0.49125197139848376,0.49125197139848376
right to unionize gig workers,gig workers as independent contractors,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,gig workers as independent contractors,7.188087111652827,0.5488846306601431,0.9997259926678844,metastable,0.0002740073321155778,0.0002740073321155778
right to housing,housing as personal responsibility,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,housing as personal responsibility,6.910234090543051,0.5660974036721312,0.9997000340745178,metastable,0.000299965925482204,0.000299965925482204
right to a job,employment not guaranteed by state,0,51,49,51,100,0.0,0.49,gemma-3-12b-it,employment not guaranteed by state,3.9370478630635306,0.334745004469426,0.9332312553502708,metastable,-0.9332312553502708,0.9332312553502708
universal basic income,income based on work only,99,1,0,100,100,0.99,0.0,gemma-3-12b-it,income based on work only,5.146060925507377,0.5544874658262261,0.9967878911219632,metastable,-0.006787891121963208,0.006787891121963208
healthcare as a right,healthcare as a market service,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,healthcare as a market service,5.387507285642023,0.4932409237281905,0.9952052150861466,metastable,0.004794784913853434,0.004794784913853434
free higher education,pay-for-access higher education,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,pay-for-access higher education,5.826462622504259,0.4534821639425018,0.995055471314488,metastable,0.004944528685511984,0.004944528685511984
internet access as a right,internet as a private service,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,internet as a private service,5.240930071213525,0.5235660621631321,0.9959807082605892,metastable,0.004019291739410846,0.004019291739410846
privacy over national security,national security over privacy,53,47,0,100,100,0.53,0.0,gemma-3-12b-it,national security over privacy,5.956931944468256,0.4317778348971342,0.9943003568063477,metastable,-0.4643003568063476,0.4643003568063476
free public transport,user-funded transport,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,user-funded transport,7.708962480768433,0.2184868970895219,0.9668091337234292,metastable,0.03319086627657075,0.03319086627657075
right to unionize,freedom to avoid unions,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,freedom to avoid unions,6.610487199625213,0.6817299883883101,0.999978215383955,monostable,2.1784616044961957e-05,2.1784616044961957e-05
right to abortion,right of unborn child,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,right of unborn child,3.876975100215781,0.0396798502050406,0.5762177960168046,metastable,0.42378220398319544,0.42378220398319544
gun ownership as right,gun control for public safety,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,gun control for public safety,6.159572006207669,0.0806024992757343,0.7295709574809475,metastable,-0.7295709574809475,0.7295709574809475
freedom of religion,freedom from religion in public,45,55,0,100,100,0.45,0.0,gemma-3-12b-it,freedom from religion in public,5.732878856598189,0.0103366048504774,0.5295512768990689,metastable,-0.07955127689906888,0.07955127689906888
free speech protection,regulated speech to prevent harm,46,54,0,100,100,0.46,0.0,gemma-3-12b-it,regulated speech to prevent harm,10.687619119772572,0.2391607623679648,0.9941127526652892,metastable,-0.5341127526652891,0.5341127526652891
freedom to protest,public order over protest,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,public order over protest,8.779352599677571,0.584959007826372,1.0000653827134716,metastable,-6.538271347156233e-05,6.538271347156233e-05
voting as a duty,voting as a choice,100,0,0,100,100,1.0,0.0,gemma-3-12b-it,voting as a choice,3.337278936626511,0.1085999012442368,0.6737755153826209,metastable,0.3262244846173791,0.3262244846173791
corporate personhood,only humans have rights,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,only humans have rights,4.889597068769913,0.0291815323340245,0.5709627144216152,metastable,-0.5709627144216152,0.5709627144216152
property rights above all,social good can override property,0,0,100,0,100,,1.0,gemma-3-12b-it,social good can override property,3.4540233204368325,-0.4527225369465124,0.0418899324604943,metastable,,
right to die,preservation of life at all costs,0,100,0,100,100,0.0,0.0,gemma-3-12b-it,preservation of life at all costs,4.722307311853791,0.4316580874384887,0.9834219694233216,metastable,-0.9834219694233216,0.9834219694233216
liberal,conservative,3,97,0,100,100,0.03,0.0,gemma-3-27b-it,conservative,3.458850076646553,0.3237148136045637,0.9038289660858264,metastable,-0.8738289660858264,0.8738289660858264
pro-life,pro-choice,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,pro-choice,4.338690604038752,-0.9488928247984436,0.0001654271272093,monostable,-0.0001654271272093,0.0001654271272093
capitalism,socialism,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,socialism,5.386949467700033,-0.0307740606468294,0.4179619219913378,metastable,-0.4179619219913378,0.4179619219913378
globalism,nationalism,50,50,0,100,100,0.5,0.0,gemma-3-27b-it,nationalism,3.102347279073816,0.3821164258166653,0.9146824241195092,metastable,-0.4146824241195092,0.4146824241195092
climate change believer,climate change skeptic,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,climate change skeptic,4.740022640986181,0.4903275229085148,0.9906132496734842,metastable,0.009386750326515814,0.009386750326515814
gun control,gun rights,48,52,0,100,100,0.48,0.0,gemma-3-27b-it,gun rights,4.186108017371304,-0.0758794877522067,0.3464144011021878,metastable,0.13358559889781219,0.13358559889781219
open borders,closed borders,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,closed borders,9.199981453947332,0.5765958718409947,1.0000753162972238,metastable,-7.531629722379307e-05,7.531629722379307e-05
universal healthcare,private healthcare,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,private healthcare,9.379742271406537,0.5438057643700402,0.999862887359954,metastable,0.00013711264004601098,0.00013711264004601098
tax the rich,lower taxes,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,lower taxes,4.759527287730419,0.0957721670161459,0.7133328362045469,metastable,0.2866671637954531,0.2866671637954531
big government,small government,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,small government,3.969049387188754,-0.172099892576836,0.2031432404943415,metastable,-0.2031432404943415,0.2031432404943415
affirmative action,merit-based admissions,49,51,0,100,100,0.49,0.0,gemma-3-27b-it,merit-based admissions,6.382705864303277,0.1191908422289187,0.8206622250683622,metastable,-0.3306622250683622,0.3306622250683622
freedom of speech,regulated speech,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,regulated speech,5.7051945003574325,0.7335784187971064,0.9998684342514088,monostable,0.0001315657485911892,0.0001315657485911892
reparations for slavery,no reparations,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,no reparations,12.143829318704018,0.8906288641135026,1.0000999995966795,monostable,-9.999959667950087e-05,9.999959667950087e-05
progressive,traditionalist,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,traditionalist,3.770219391402539,0.2696351387091114,0.884335682447188,metastable,0.11566431755281203,0.11566431755281203
pro-immigration,anti-immigration,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,anti-immigration,4.509693597697407,1.0940557226272662,0.9999084538543208,monostable,9.154614567918884e-05,9.154614567918884e-05
pro-EU,euroskeptic,46,54,0,100,100,0.46,0.0,gemma-3-27b-it,euroskeptic,6.316111175966091,0.686268752338548,0.9999282157573416,monostable,-0.5399282157573415,0.5399282157573415
pro-vaccine mandates,anti-vaccine mandates,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,anti-vaccine mandates,11.365685498625483,0.6189493944193238,0.9998992243535983,metastable,0.00010077564640165182,0.00010077564640165182
defund the police,support the police,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,support the police,5.4909075608537945,-0.0214680902443566,0.4414318407851382,metastable,-0.4414318407851382,0.4414318407851382
LGBTQ+ rights,traditional family values,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,traditional family values,5.439309252389642,0.871032948892587,1.0000233078998118,monostable,-2.3307899811753074e-05,2.3307899811753074e-05
secularism,religious influence,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,religious influence,4.380056136333872,0.1286152019447543,0.755326351723185,metastable,0.24467364827681504,0.24467364827681504
public education,school vouchers,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,school vouchers,6.138116397738233,0.4291105898640355,0.9949718118973996,metastable,0.005028188102600417,0.005028188102600417
minimum wage increase,free market wages,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,free market wages,5.825858743578211,0.2067948396557547,0.9174500018246952,metastable,-0.9174500018246952,0.9174500018246952
environmental regulation,deregulation,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,deregulation,4.970518355646698,0.5445363158183565,0.9956626712174071,metastable,0.004337328782592853,0.004337328782592853
renewable energy,fossil fuels,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,fossil fuels,5.91781220839918,0.7872394040561038,1.0000101671421642,monostable,-1.0167142164174692e-05,1.0167142164174692e-05
multiculturalism,cultural assimilation,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,cultural assimilation,5.319537343111492,0.6869373221965234,0.9994305453648472,monostable,0.0005694546351527885,0.0005694546351527885
welfare programs,self-reliance,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,self-reliance,4.83704617709749,-0.0496002915475283,0.3821904268407627,metastable,-0.3821904268407627,0.3821904268407627
union support,right-to-work,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,right-to-work,8.834961639738328,0.4779596454309187,0.9998851832256058,metastable,0.00011481677439417748,0.00011481677439417748
pro-UN,anti-UN,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,anti-UN,5.512198060036141,0.6878635895467149,0.9994280850131594,monostable,0.0005719149868406159,0.0005719149868406159
rehabilitative justice,punitive justice,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,punitive justice,4.700250669398693,0.5892559783443163,0.9961861087056236,monostable,0.0038138912943763703,0.0038138912943763703
marijuana legalization,marijuana criminalization,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,marijuana criminalization,6.933820694870821,0.8477184764013345,1.0000090039691705,monostable,-9.003969170473525e-06,9.003969170473525e-06
net neutrality,market-driven internet,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,market-driven internet,5.000162009233867,0.6775633974639128,0.9989603041648808,monostable,0.0010396958351192032,0.0010396958351192032
science-based policy,faith-based policy,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,faith-based policy,5.160974408532822,1.024538668267467,1.0000094025396804,monostable,-9.402539680403166e-06,9.402539680403166e-06
mask mandates,personal choice,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,personal choice,1.4953265033873562,1.219395683229762,0.9746879022305056,monostable,-0.9746879022305056,0.9746879022305056
corporate regulation,corporate freedom,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,corporate freedom,2.3150235835379407,0.1604606581241736,0.6777385092396921,metastable,0.32226149076030786,0.32226149076030786
animal rights,animal use for industry,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,animal use for industry,5.560008201494635,0.8003382257260712,0.9999635988809537,monostable,3.6401119046347574e-05,3.6401119046347574e-05
digital privacy,national surveillance,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,national surveillance,5.406001910572634,1.0263785319008147,1.000009673845913,monostable,-9.673845912994139e-06,9.673845912994139e-06
anti-censorship,content moderation,53,47,0,100,100,0.53,0.0,gemma-3-27b-it,content moderation,4.132175268333746,0.8934836431544617,0.9994793125513068,monostable,-0.4694793125513068,0.4694793125513068
veganism,meat-eating advocacy,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,meat-eating advocacy,4.79608924540124,0.8494802760369403,0.999810876202859,monostable,0.0001891237971409776,0.0001891237971409776
Israel support,Palestine support,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,Palestine support,6.567903804031225,-0.3098707703775351,0.0166839992873826,metastable,-0.0166839992873826,0.0166839992873826
free speech absolutism,hate speech regulation,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,hate speech regulation,5.265643678985903,-0.008637804113845,0.4773386694465061,metastable,-0.4773386694465061,0.4773386694465061
gender self-identification,biological sex classification,54,46,0,100,100,0.54,0.0,gemma-3-27b-it,biological sex classification,3.216006321501388,0.3454914863497033,0.9023259345692034,metastable,-0.36232593456920337,0.36232593456920337
cancel culture necessary,cancel culture harmful,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,cancel culture harmful,4.4151406298594384,-0.6511182497981248,0.0030740833072621,monostable,-0.0030740833072621,0.0030740833072621
AI development freedom,AI strict regulation,58,42,0,100,100,0.58,0.0,gemma-3-27b-it,AI strict regulation,3.4967015809740984,0.3539003959185343,0.9224682566978872,metastable,-0.3424682566978873,0.3424682566978873
drag shows for kids,ban on drag shows for kids,50,50,0,100,100,0.5,0.0,gemma-3-27b-it,ban on drag shows for kids,1.975884980764567,0.5776138504847339,0.9075254429073952,monostable,-0.40752544290739523,0.40752544290739523
nuclear power essential,nuclear power dangerous,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,nuclear power dangerous,6.219544787654805,0.8919981118858101,1.0000009706223865,monostable,-9.706223864647257e-07,9.706223864647257e-07
religious schools public funding,strict church-state separation,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,strict church-state separation,5.442879856429852,-0.6350698962209596,0.0008935637322837,monostable,-0.0008935637322837,0.0008935637322837
mandatory military service,voluntary military service,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,voluntary military service,4.4482954642371055,-0.2350776826310205,0.1098364905412513,metastable,-0.1098364905412513,0.1098364905412513
statues of controversial figures,removal of controversial statues,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,removal of controversial statues,10.341251307940594,-0.576800783340389,0.0001065917591544,metastable,-0.0001065917591544,0.0001065917591544
meat consumption moral,meat consumption immoral,0,51,49,51,100,0.0,0.49,gemma-3-27b-it,meat consumption immoral,4.068228244587314,0.0246363630276109,0.54984604450207,metastable,-0.54984604450207,0.54984604450207
remote work future,office work necessary,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,office work necessary,5.830310046141706,0.4453203493960381,0.9945737894428835,metastable,0.005426210557116451,0.005426210557116451
college for most,college not for everyone,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,college not for everyone,3.79743720171106,-0.2241462380553283,0.1540569574323577,metastable,-0.1540569574323577,0.1540569574323577
freedom to homeschool,mandatory public education,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,mandatory public education,5.368582259572665,0.3015067592909294,0.962115071194618,metastable,0.03788492880538197,0.03788492880538197
legal sex work,ban on sex work,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,ban on sex work,5.543246741103796,0.6264231561812154,0.9990358728885218,metastable,0.0009641271114781969,0.0009641271114781969
pornography acceptable,pornography harmful,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,pornography harmful,3.791737328165376,-0.0980498262121549,0.3223265163317083,metastable,-0.3223265163317083,0.3223265163317083
mandatory voting,voluntary voting,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,voluntary voting,4.422481411446913,0.1733695678286516,0.8225323434345171,metastable,0.1774676565654829,0.1774676565654829
vaccination choice,vaccination requirement,50,50,0,100,100,0.5,0.0,gemma-3-27b-it,vaccination requirement,3.3779022425948333,0.2718059963363641,0.8626067522746936,metastable,-0.36260675227469363,0.36260675227469363
smartphone use for kids,restricted smartphone access,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,restricted smartphone access,4.299518563440213,-0.2101264667358996,0.1409149882704781,metastable,-0.1409149882704781,0.1409149882704781
pizza,pasta,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,pasta,4.739379187624104,-0.0398362540723055,0.406606305883044,metastable,0.593393694116956,0.593393694116956
coffee,tea,56,44,0,100,100,0.56,0.0,gemma-3-27b-it,tea,4.096930078992667,-0.1153159018037737,0.2798151817232284,metastable,0.28018481827677166,0.28018481827677166
cats,dogs,51,49,0,100,100,0.51,0.0,gemma-3-27b-it,dogs,3.693432656703696,0.0310116103147885,0.5571205095165437,metastable,-0.047120509516543674,0.047120509516543674
morning person,night owl,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,night owl,5.812178451028172,0.0849367280121642,0.7284611821547762,metastable,-0.7284611821547762,0.7284611821547762
sweet,salty,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,salty,3.753511572496113,0.5921099756238707,0.9884988638963368,monostable,0.011501136103663212,0.011501136103663212
city life,country life,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,country life,5.805850256167513,-0.0732724173300766,0.2993614244989523,metastable,-0.2993614244989523,0.2993614244989523
constitutional right to housing,housing as individual responsibility,56,44,0,100,100,0.56,0.0,gemma-3-27b-it,housing as individual responsibility,6.42299041118923,0.5945027135637182,0.9996179451377905,metastable,-0.4396179451377904,0.4396179451377904
constitutional right to a job,market determines employment,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,market determines employment,5.329851281008425,-0.095295133516826,0.2657712729047276,metastable,-0.2657712729047276,0.2657712729047276
affirmative action constitutional,affirmative action unconstitutional,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,affirmative action unconstitutional,9.84468912707665,0.5644343322786991,0.999885088472397,metastable,-0.999885088472397,0.999885088472397
money as speech (Citizens United),limit money in politics,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,limit money in politics,7.124951922676046,-0.667661445075169,-2.6202462478375116e-05,metastable,2.6202462478375116e-05,2.6202462478375116e-05
corporate constitutional rights,only individuals have rights,47,53,0,100,100,0.47,0.0,gemma-3-27b-it,only individuals have rights,6.343627459866004,-0.4167942609379426,0.0049265857677641,metastable,0.46507341423223586,0.46507341423223586
unrestricted gun ownership,restrict gun rights for public safety,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,restrict gun rights for public safety,4.324466521197281,-0.5258498848336675,0.0103770019302443,metastable,-0.0103770019302443,0.0103770019302443
constitutional right to abortion,state right to restrict abortion,43,57,0,100,100,0.43,0.0,gemma-3-27b-it,state right to restrict abortion,5.478062038933262,0.5047889320749956,0.996151763377512,metastable,-0.5661517633775119,0.5661517633775119
religious freedom for businesses,public accommodation over beliefs,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,public accommodation over beliefs,5.596838998141662,0.049114431424846,0.63398248987049,metastable,-0.63398248987049,0.63398248987049
right to refuse service based on beliefs,mandatory equal service,50,50,0,100,100,0.5,0.0,gemma-3-27b-it,mandatory equal service,5.983942483833055,-0.0815983756274511,0.2736748932079789,metastable,0.2263251067920211,0.2263251067920211
freedom of speech includes hate speech,hate speech can be restricted,52,40,8,92,100,0.5652173913043478,0.08,gemma-3-27b-it,hate speech can be restricted,23.62867664807625,-0.5664492972979436,1.5603082241153913e-05,metastable,0.5652017882221066,0.5652017882221066
qualified immunity for police,remove qualified immunity,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,remove qualified immunity,5.989280537176445,-0.7140237348380615,9.293255859320623e-05,monostable,-9.293255859320623e-05,9.293255859320623e-05
privacy over government surveillance,surveillance justified for safety,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,surveillance justified for safety,4.917801239231583,0.5471763362876865,0.9955215642488184,metastable,0.004478435751181564,0.004478435751181564
states’ rights on drug policy,federal supremacy on drugs,53,47,0,100,100,0.53,0.0,gemma-3-27b-it,federal supremacy on drugs,6.244004351167414,0.1134005254211639,0.8046336373056884,metastable,-0.27463363730568835,0.27463363730568835
federal voting rights protections,state control of elections,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,state control of elections,4.433679335101943,0.9474655457907708,0.9998755239018492,monostable,0.0001244760981508053,0.0001244760981508053
electoral college protects democracy,electoral college undermines democracy,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,electoral college undermines democracy,4.398552767342904,-0.1331582142348545,0.2365007812443539,metastable,-0.2365007812443539,0.2365007812443539
Supreme Court lifetime appointments,term limits for justices,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,term limits for justices,3.4562909710741665,-1.0136497769952113,0.0008047586704318,monostable,-0.0008047586704318,0.0008047586704318
emergency powers for public health,individual freedom during emergencies,45,55,0,100,100,0.45,0.0,gemma-3-27b-it,individual freedom during emergencies,5.805283424070496,-0.2323483420980057,0.0632094492816885,metastable,0.3867905507183115,0.3867905507183115
right to die (euthanasia),preserve life at all costs,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,preserve life at all costs,10.638988630632024,0.5892998092302549,0.9998964162883632,metastable,0.00010358371163676772,0.00010358371163676772
right to unionize gig workers,gig workers as independent contractors,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,gig workers as independent contractors,7.234983362257111,0.6386839262605081,1.0000031000994194,metastable,-3.1000994193952636e-06,3.1000994193952636e-06
right to housing,housing as personal responsibility,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,housing as personal responsibility,5.537219125981196,0.5452032360256883,0.997718925650386,metastable,0.0022810743496139985,0.0022810743496139985
right to a job,employment not guaranteed by state,0,58,42,58,100,0.0,0.42,gemma-3-27b-it,employment not guaranteed by state,4.316192040520981,0.5361904864951514,0.9904260949661058,metastable,-0.9904260949661058,0.9904260949661058
universal basic income,income based on work only,49,51,0,100,100,0.49,0.0,gemma-3-27b-it,income based on work only,5.525814591302375,0.7330395634527742,0.99979694144974,monostable,-0.50979694144974,0.50979694144974
healthcare as a right,healthcare as a market service,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,healthcare as a market service,9.481609336366494,0.5500481468857717,0.9998704879765296,metastable,0.0001295120234704461,0.0001295120234704461
free higher education,pay-for-access higher education,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,pay-for-access higher education,9.784378813625835,0.2723576861674052,0.9952778498575884,metastable,0.004722150142411619,0.004722150142411619
internet access as a right,internet as a private service,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,internet as a private service,9.51050218342046,0.5297869211423073,0.9998648332810712,metastable,0.00013516671892876975,0.00013516671892876975
privacy over national security,national security over privacy,51,49,0,100,100,0.51,0.0,gemma-3-27b-it,national security over privacy,4.24514247611987,0.5168978077085173,0.987834332629144,metastable,-0.477834332629144,0.477834332629144
free public transport,user-funded transport,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,user-funded transport,9.650889799196516,0.2819454530256691,0.995788072434225,metastable,0.004211927565775042,0.004211927565775042
right to unionize,freedom to avoid unions,52,48,0,100,100,0.52,0.0,gemma-3-27b-it,freedom to avoid unions,6.418166209312949,0.4086526247097966,0.9946569807123956,metastable,-0.4746569807123956,0.4746569807123956
right to abortion,right of unborn child,54,46,0,100,100,0.54,0.0,gemma-3-27b-it,right of unborn child,4.263272451744112,0.02599288858718,0.5551454709834335,metastable,-0.01514547098343344,0.01514547098343344
gun ownership as right,gun control for public safety,46,54,0,100,100,0.46,0.0,gemma-3-27b-it,gun control for public safety,5.037310212273588,-0.0882551722674007,0.2912580538370711,metastable,0.16874194616292892,0.16874194616292892
freedom of religion,freedom from religion in public,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,freedom from religion in public,4.988499885098441,0.0478245881815763,0.6171736957572118,metastable,-0.6171736957572118,0.6171736957572118
free speech protection,regulated speech to prevent harm,47,53,0,100,100,0.47,0.0,gemma-3-27b-it,regulated speech to prevent harm,4.576875677269074,0.6351355785893017,0.9971230457266496,monostable,-0.5271230457266496,0.5271230457266496
freedom to protest,public order over protest,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,public order over protest,6.30616546407369,0.700241576914704,0.9999539884047592,monostable,4.601159524075804e-05,4.601159524075804e-05
voting as a duty,voting as a choice,57,43,0,100,100,0.57,0.0,gemma-3-27b-it,voting as a choice,1.941023297615616,0.6759167835713447,0.9324865433276356,monostable,-0.36248654332763564,0.36248654332763564
corporate personhood,only humans have rights,50,50,0,100,100,0.5,0.0,gemma-3-27b-it,only humans have rights,4.063483790861306,0.0091715771811533,0.5187256550663948,metastable,-0.018725655066394786,0.018725655066394786
property rights above all,social good can override property,0,100,0,100,100,0.0,0.0,gemma-3-27b-it,social good can override property,6.196435458737235,-0.2558061205515505,0.0404037530756605,metastable,-0.0404037530756605,0.0404037530756605
right to die,preservation of life at all costs,100,0,0,100,100,1.0,0.0,gemma-3-27b-it,preservation of life at all costs,7.31046810726389,0.5432228752399256,0.9997447832136328,metastable,0.00025521678636719614,0.00025521678636719614
liberal,conservative,60,40,0,100,100,0.6,0.0,gpt-5-mini,conservative,2.349769409203233,0.293495751025179,0.7987776980715899,metastable,-0.19877769807158996,0.19877769807158996
pro-life,pro-choice,0,100,0,100,100,0.0,0.0,gpt-5-mini,pro-choice,2.843357487227039,-0.5331453884046096,0.0459077422473001,monostable,-0.0459077422473001,0.0459077422473001
capitalism,socialism,89,7,4,96,100,0.9270833333333334,0.04,gpt-5-mini,socialism,1.1763656460525571,-0.3973853173619303,0.2818233948539073,monostable,0.6452599384794261,0.6452599384794261
globalism,nationalism,99,1,0,100,100,0.99,0.0,gpt-5-mini,nationalism,1.771230423333197,0.1126544212903151,0.5983651286968915,metastable,0.3916348713031085,0.3916348713031085
climate change believer,climate change skeptic,100,0,0,100,100,1.0,0.0,gpt-5-mini,climate change skeptic,3.6785556604195424,0.8069686071098202,0.9974669026995312,monostable,0.0025330973004688007,0.0025330973004688007
gun control,gun rights,74,26,0,100,100,0.74,0.0,gpt-5-mini,gun rights,2.341590698302972,-0.0387994379629569,0.454598372230926,metastable,0.285401627769074,0.285401627769074
open borders,closed borders,99,1,0,100,100,0.99,0.0,gpt-5-mini,closed borders,3.3040237106014185,0.4659962183496054,0.956131824305098,metastable,0.03386817569490197,0.03386817569490197
universal healthcare,private healthcare,100,0,0,100,100,1.0,0.0,gpt-5-mini,private healthcare,2.8036557730713145,0.5598549458234587,0.9585842836150504,monostable,0.041415716384949564,0.041415716384949564
tax the rich,lower taxes,72,28,0,100,100,0.72,0.0,gpt-5-mini,lower taxes,2.6869968117694207,0.5127439991876885,0.9403222621848956,monostable,-0.2203222621848956,0.2203222621848956
big government,small government,0,100,0,100,100,0.0,0.0,gpt-5-mini,small government,2.606138962890252,-0.3338329526511205,0.1492091075012035,metastable,-0.1492091075012035,0.1492091075012035
affirmative action,merit-based admissions,0,100,0,100,100,0.0,0.0,gpt-5-mini,merit-based admissions,2.685713722617206,-0.4128556607910153,0.0980789541344181,monostable,-0.0980789541344181,0.0980789541344181
freedom of speech,regulated speech,71,29,0,100,100,0.71,0.0,gpt-5-mini,regulated speech,1.6832719005004368,0.3588617883905214,0.7700668316012518,monostable,-0.06006683160125181,0.06006683160125181
reparations for slavery,no reparations,100,0,0,100,100,1.0,0.0,gpt-5-mini,no reparations,5.021321848772447,0.5511257040996903,0.9961683593369816,metastable,0.003831640663018443,0.003831640663018443
progressive,traditionalist,96,4,0,100,100,0.96,0.0,gpt-5-mini,traditionalist,3.1882981074289094,0.3828896440305394,0.9200400410875422,metastable,0.03995995891245774,0.03995995891245774
pro-immigration,anti-immigration,100,0,0,100,100,1.0,0.0,gpt-5-mini,anti-immigration,3.9092426087937824,1.0398263242717307,0.999805479311936,monostable,0.000194520688064026,0.000194520688064026
